global unique identifier	last edited date	taxonomic order	category	taxon concept id	common name	scientific name	subspecies common name	subspecies scientific name	exotic code	observation count	breeding code	breeding category	behavior code	age/sex	country	country code	state	state code	county	county code	iba code	bcr code	usfws code	atlas block	locality	locality id	locality type	latitude	longitude	observation date	time observations started	observer id	sampling event identifier	protocol type	protocol code	project code	duration minutes	effort distance km	effort area ha	number observers	all species reported	group identifier	has media	approved	reviewed	reason	trip comments	species comments	
URN:CornellLabOfOrnithology:EBIRD:OBS1021322949	2020-12-01 14:16:04.147986	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				7					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM01	L12805880	P	5.1578409	-75.4931451	2020-11-15	06:44:00	obsr635048	S76946641	Stationary	P21	EBIRD	10	NA	NA	2	0	G5943645	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018363923	2020-11-26 20:11:16.247382	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA04	L12800258	P	5.0151452	-75.5206524	2020-11-25	08:09:00	obsr759463	S76732656	Stationary	P21	EBIRD	10	NA	NA	2	0	G5939337	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599799711	2023-01-06 19:38:07.236469	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM10	L12810471	P	5.15295	-75.5071209	2020-11-26	15:07:00	obsr721680	S125570658	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956166	0	1	0		DG/JL, R02, NO, 3		
URN:CornellLabOfOrnithology:EBIRD:OBS1011369885	2020-11-13 13:53:22	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU_02 (4,996, -75,422)	L12717084	P	4.9958667	-75.4215947	2020-11-12	07:52:00	obsr635048	S76199727	Stationary	P21	EBIRD	10	NA	NA	2	0	G5901056	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1077084810	2021-02-17 19:52:28.71806	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Yarumos 5.7	L13741313	P	5.0672439	-75.480889	2020-11-28	08:59:00	obsr748746	S81846057	Stationary	P21	EBIRD	10	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1020476086	2021-01-05 10:42:20.31279	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM04	L12741795	P	5.1606095	-75.4988544	2020-11-15	08:19:00	obsr759463	S76888413	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956270	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322604	2020-12-01 14:16:02.556642	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BOC08	L12760852	P	5.0669524	-75.4605836	2020-11-20	10:37:00	obsr635048	S76946550	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956303	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322631	2020-12-01 14:16:02.780281	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR05	L12840928	P	5.1839885	-75.4549089	2020-11-14	11:38:00	obsr635048	S76946565	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956101	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018507382	2020-11-29 21:08:59.004901	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN01	L12743036	P	5.0525589	-75.5634941	2020-11-27	06:41:00	obsr759463	S76740580	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956155	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322622	2020-12-01 14:16:02.715034	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR10	L12840978	P	5.1792437	-75.4620362	2020-11-14	14:21:00	obsr635048	S76946560	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956138	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011369896	2020-11-13 13:53:22	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU_05(4,995, -75,427)	L12717059	P	4.9953568	-75.4269663	2020-11-12	09:44:00	obsr635048	S76199730	Stationary	P21	EBIRD	10	NA	NA	2	0	G5901014	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018608852	2020-11-29 07:57:18.295102	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN10	L12744912	P	5.0345911	-75.5615831	2020-11-27	10:29:00	obsr721680	S76749010	Stationary	P21	EBIRD	10	NA	NA	2	0	G5952686	0	1	0		JL/DG,R02,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1015173184	2020-11-21 14:07:38.445461	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_SOL09	L12754140	P	4.9976717	-75.5479286	2020-11-19	11:54:00	obsr635048	S76502480	Stationary	P21	EBIRD	10	NA	NA	2	0	G5919990	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1034632741	2020-12-24 18:16:25.592901	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PaSos B02	L12958563	P	4.970309	-75.497811	2020-11-26	07:00:00	obsr668929	S77892514	Stationary	P21	EBIRD	5	NA	NA	2	1	G6041125	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017880735	2020-11-25 23:43:03.765391	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_DES01	L12777739	P	5.1681394	-75.5487629	2020-11-22	06:41:00	obsr721680	S76697303	Stationary	P21	EBIRD	10	NA	NA	1	0	G5937497	0	1	0		DG, RO1, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1019615110	2022-10-26 04:31:02.270427	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hacienda El Bosque	L7816358	H	5.0224866	-75.3683513	2020-11-28	13:45:00	obsr1141542	S76824884	Traveling	P22	EBIRD	210	3	NA	5	1	G5951080	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322961	2020-12-01 14:16:04.300557	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU09	L12805587	P	4.9935238	-75.434781	2020-11-23	10:31:00	obsr635048	S76946649	Stationary	P21	EBIRD	10	NA	NA	1	0	G5943653	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1005942312	2022-10-25 01:57:08.030393	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Termales el Otoño--La Gruta	L3708073	H	4.9835449	-75.3887317	2020-11-01	06:59:00	obsr1017330	S75719548	Traveling	P22	EBIRD	510	20.44	NA	4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1007338879	2022-10-26 03:27:20.069235	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecohotel Los Mikos Caldas, CO	L13989797	P	5.513172	-74.899059	2020-11-03	15:28:00	obsr1284433	S75844493	Traveling	P22	EBIRD	420	1.7	NA	4	1	G5891116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1006627438	2020-11-03 14:39:49	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Camino La Telaraña la ruidosa, Santa Rosa de Cabal CO-Risaralda 4.93236, -75.50732	L12652277	P	4.932356	-75.507323	2020-11-01	16:23:00	obsr845753	S75780493	Traveling	P22	EBIRD	23	1.019	NA	5	1	G5873247	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1015023274	2020-11-21 11:09:49.083797	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva La Gaviota	L7753390	H	5.384244	-75.136656	2020-11-21	06:10:00	obsr1836622	S76490254	Traveling	P22	EBIRD	286	5.83	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011101279	2020-11-29 21:19:29.587326	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU09	L12805587	P	4.9935238	-75.434781	2020-11-12	12:18:00	obsr721680	S76175869	Stationary	P21	EBIRD	10	NA	NA	2	0	G5901001	0	1	0		DG, JL, GR09, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1016715370	2020-11-23 19:38:52.642066	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				8					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_ALC02	L12787220	P	5.0659727	-75.5297908	2020-11-23	08:13:00	obsr635048	S76615761	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934367	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008713543	2021-05-13 14:09:53.680687	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	La Tebaida (5.334, -75.04)	L12681487	P	5.3335729	-75.040377	2020-11-07	07:11:00	obsr1439834	S75963368	Traveling	P22	EBIRD	31	2.69	NA	3	1	G5884801	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599801325	2023-01-06 19:41:12.674185	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA08	L12798626	P	5.0195691	-75.5271271	2020-11-13	10:54:00	obsr721680	S125570859	Stationary	P21	EBIRD	10	NA	NA	2	0	G5903869	0	1	0		DG/JL, R01, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1021322592	2020-12-01 14:16:02.43417	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN07	L12744110	P	5.0392495	-75.5655657	2020-11-16	10:42:00	obsr635048	S76946543	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956348	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016715364	2020-11-23 19:38:52.635517	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU04	L12787223	P	4.9950614	-75.4258177	2020-11-23	08:16:00	obsr635048	S76615760	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934314	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018207378	2020-11-26 20:11:15.564527	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM09	L12810287	P	5.1514197	-75.5051641	2020-11-26	14:41:00	obsr721680	S76721061	Stationary	P21	EBIRD	10	NA	NA	1	0	G5943643	0	1	0		JL,R02,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1021322632	2020-12-01 14:16:02.797144	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR04	L12840914	P	5.185821	-75.4547299	2020-11-14	11:11:00	obsr635048	S76946566	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956098	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1015781788	2020-11-24 10:15:12.304798	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Marquetalia	L11441868	H	5.2969868	-75.0551111	2020-11-22	07:29:00	obsr1603937	S76546540	Traveling	P22	EBIRD	56	2.63	NA	4	1	G5933161	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017812550	2020-11-26 20:11:15.944027	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_RFP05	L12805504	P	5.0190724	-75.4169982	2020-11-24	08:22:00	obsr721680	S76694137	Stationary	P21	EBIRD	10	NA	NA	2	0	G5943656	0	1	0		JL,R01,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1020223194	2022-10-25 02:40:46.009225	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Madepen Pensilvania,Caldas, CO (5.38, -75.152)	L9183546	P	5.3802415	-75.1517856	2020-11-29	13:14:00	obsr793173	S76868781	Traveling	P22	EBIRD_COL	124	2.02	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599801358	2023-01-06 19:41:23.78544	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU05	L12798437	P	4.9953568	-75.4269663	2020-11-12	09:44:00	obsr721680	S125570875	Stationary	P21	EBIRD	10	NA	NA	2	0	G5901014	0	1	0		DG/JL, R01, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1028409071	2021-08-05 00:09:06.510397	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Marquetalia	L11441868	H	5.2969868	-75.0551111	2020-11-29	06:36:00	obsr1603937	S77454112	Traveling	P22	EBIRD	317	6.06	NA	6	1	G6001155	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322952	2020-12-01 14:16:04.179955	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BAT08	L12805871	P	4.9910189	-75.5381057	2020-11-18	11:38:00	obsr635048	S76946642	Stationary	P21	EBIRD	10	NA	NA	2	0	G5943646	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322673	2020-12-01 14:16:02.998994	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_TIN02	L12832296	P	5.064236	-75.5896317	2020-11-29	07:10:00	obsr635048	S76946579	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956161	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008186253	2020-11-06 20:15:07	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	178057, Riosucio CO-Caldas 5.47997, -75.77819	L12672648	P	5.479969	-75.778194	2020-11-05	14:26:00	obsr1413337	S75917509	Traveling	P22	EBIRD	48	0.78	NA	4	1	G5881179	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011494114	2020-11-24 19:59:32.900777	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA08	L12798626	P	5.0195691	-75.5271271	2020-11-13	10:54:00	obsr759463	S76211778	Stationary	P21	EBIRD	10	NA	NA	2	0	G5903869	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1034069549	2022-10-25 02:23:13.842277	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Sendero Soledad, Río Claro, Villamaría, Caldas, Colombia	L9204168	P	4.993	-75.558	2020-11-19	06:22:00	obsr977369	S77854776	Traveling	P22	EBIRD	240	3.5	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014042824	2020-11-19 19:33:15.23765	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_SOL09	L12754140	P	4.9976717	-75.5479286	2020-11-19	11:54:00	obsr759463	S76423990	Stationary	P21	EBIRD	10	NA	NA	2	0	G5919990	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016708280	2020-11-23 19:21:53.346161	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				7					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BOC07	L12760443	P	5.0675608	-75.4578821	2020-11-20	09:50:00	obsr759463	S76615221	Stationary	P21	EBIRD	10	NA	NA	2	0	G5925170	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018363875	2020-11-26 20:11:15.564527	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM09	L12810287	P	5.1514197	-75.5051641	2020-11-26	14:41:00	obsr759463	S76732633	Stationary	P21	EBIRD	10	NA	NA	1	0	G5943643	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1009330616	2021-05-08 19:06:05.782527	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Lodge Paraíso Verde - Manizales	L10079498	P	5.0890114	-75.5333151	2020-11-08	16:44:00	obsr397020	S76018148	Stationary	P21	EBIRD	19	NA	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008491188	2022-10-26 06:20:17.056557	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva El Popal	L3626828	H	5.3710396	-75.1860952	2020-11-07	06:41:00	obsr1836622	S75943138	Traveling	P22	EBIRD	356	6.26	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1056705952	2021-01-21 19:06:01.444641	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PaSos B05	L12958605	P	4.953397	-75.479793	2020-11-26	08:41:00	obsr734056	S79665419	Stationary	P21	EBIRD	5	NA	NA	2	1	G6041123	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1015173201	2020-11-21 14:07:38.548476	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_SOL05	L12752954	P	4.9888858	-75.5505104	2020-11-19	09:32:00	obsr635048	S76502486	Stationary	P21	EBIRD	10	NA	NA	2	0	G5919993	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1015524412	2020-11-22 20:11:32.99023	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BAT10	L12776828	P	4.9628661	-75.5519848	2020-11-18	12:55:00	obsr721680	S76528626	Stationary	P21	EBIRD	10	NA	NA	2	0	G5931616	0	1	0		DG/JL,R01,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1018363881	2020-11-26 20:11:15.648584	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				7					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM01	L12805880	P	5.1578409	-75.4931451	2020-11-15	06:44:00	obsr759463	S76732635	Stationary	P21	EBIRD	10	NA	NA	2	0	G5943645	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1010934918	2022-04-16 21:51:50.684356	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hacienda Venecia	L7828681	H	5.0390595	-75.5641615	2020-11-12	10:49:00	obsr1060226	S76160801	Traveling	P22	EBIRD	101	1.986	NA	2	1	G8189008	0	1	0		Cloudy and hot day. Route from the Main House to the reserve, on the way to La Gaviota.		
URN:CornellLabOfOrnithology:EBIRD:OBS1056706049	2021-01-21 19:07:22.963435	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PaSos B06	L12958626	P	4.936976	-75.465077	2020-11-26	09:41:00	obsr734056	S79665464	Stationary	P21	EBIRD	5	NA	NA	2	1	G6041120	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1059054831	2021-04-12 16:15:36.042073	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca Paz Verde, Vereda Gallinazo, Municipio Villamaría, Caldas	L4950248	P	5.0080345	-75.4263183	2020-11-14	08:30:00	obsr622414	S79862759	Traveling	P22	EBIRD_COL	60	0.05	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599799704	2023-01-06 19:38:05.121592	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN05	L12743663	P	5.0436568	-75.5628687	2020-11-27	07:39:00	obsr721680	S125570655	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956164	0	1	0		DG, R02, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1011675631	2020-11-14 08:55:53	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca La Libertad, Vereda San Gabriel/CO-Caldas-Manizales - 5,132x-75,557 - 11/03/2017 13:00	L5562515	P	5.1321073	-75.5573044	2020-11-10	08:17:00	obsr666506	S76226795	Stationary	P21	EBIRD	45	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016715363	2020-11-23 19:38:52.629236	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU01	L12787226	P	4.9959098	-75.4201222	2020-11-23	06:57:00	obsr635048	S76615759	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934313	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011538543	2020-11-13 21:01:25	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LlA_04	L12723186	P	5.0150553	-75.5206727	2020-11-13	08:12:00	obsr635048	S76215597	Stationary	P21	EBIRD	10	NA	NA	2	0	G5903873	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1009832107	2022-10-26 04:42:33.013541	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	El Bosque	L7881038	P	5.3777527	-75.1697879	2020-11-09	09:00:00	obsr766405	S76062058	Traveling	P22	EBIRD	180	0	NA	2	1	G5937062	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1077052615	2021-02-17 18:50:46.136348	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Bosque Popular 6.6	L13740828	P	5.0365274	-75.4775789	2020-11-08	07:44:00	obsr748746	S81843343	Stationary	P21	EBIRD	10	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021119811	2020-12-01 07:14:43.596178	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vereda Alto Elzarzo ,finca La Alejandra	L11544951	P	5.0051067	-75.5851733	2020-11-16	09:31:00	obsr730695	S76931029	Traveling	P22	EBIRD	75	1.21	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017655244	2020-11-25 14:48:30.47122	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA01	L12799936	P	5.0195645	-75.5192028	2020-11-25	06:35:00	obsr635048	S76681137	Stationary	P21	EBIRD	10	NA	NA	2	0	G5939340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017872431	2020-11-29 21:44:40.913734	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				7					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM01	L12805880	P	5.1578409	-75.4931451	2020-11-15	06:44:00	obsr721680	S76696771	Stationary	P21	EBIRD	10	NA	NA	2	0	G5943645	0	1	0		DG/JL,R01,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1021766934	2020-12-05 10:31:47.095136	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BAT03	L12776817	P	4.9516552	-75.5354113	2020-11-30	07:53:00	obsr721680	S76977969	Stationary	P21	EBIRD	10	NA	NA	1	0	G5971784	0	1	0		JL,R02,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1599799801	2023-01-06 19:38:15.163676	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR09	L12808084	P	5.177575	-75.4599819	2020-11-26	09:42:00	obsr721680	S125570672	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956171	0	1	0		DG, R02, NO, 3		
URN:CornellLabOfOrnithology:EBIRD:OBS1010806520	2020-11-12 07:36:39	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Conjunto Sierra Bonita, Manizales	L11256491	P	5.0433955	-75.4747086	2020-11-12	07:04:00	obsr1664735	S76148800	Traveling	P22	EBIRD_COL	32	0.376	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322938	2020-12-01 14:16:03.99439	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR09	L12808084	P	5.177575	-75.4599819	2020-11-26	09:42:00	obsr635048	S76946636	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956171	0	1	0				
