checklist_id,observer_id,observation_count,species_observed,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,year,day_of_year,hours_of_day,effort_hours,effort_distance_km,effort_speed_kmph,number_observers
S64555537,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-16,2020,47,6.366666666666666,0.4166666666666667,0,0,1
S64849116,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-22,2020,53,6.633333333333333,0.13333333333333333,0,0,1
S65450405,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-03-05,2020,65,6.283333333333333,0.3333333333333333,0,0,1
S64939672,obs729770,1,TRUE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-24,2020,55,6.566666666666666,0.25,0,0,1
S63082963,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-01-06,2020,6,6.433333333333334,0.38333333333333336,0,0,1
S64382809,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-12,2020,43,6.383333333333334,0.3333333333333333,0,0,1
S64442790,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-14,2020,45,6.283333333333333,0.2833333333333333,0,0,1
S63979540,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-01-31,2020,31,16.8,0.35,0,0,1
S63928626,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-01-30,2020,30,6.183333333333334,0.21666666666666667,0,0,1
S63159914,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-01-08,2020,8,6.766666666666667,0.4,0,0,1
S64700107,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-18,2020,49,6.5,0.55,0,0,1
S64143968,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-05,2020,36,6.483333333333333,0.26666666666666666,0,0,1
S64810664,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-21,2020,52,6.366666666666666,0.15,0,0,1
S65812544,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-03-15,2020,75,6.633333333333333,0.11666666666666667,0,0,1
S65674574,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-03-11,2020,71,6.383333333333334,0.23333333333333334,0,0,1
S65641792,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-03-10,2020,70,6.4,0.21666666666666667,0,0,1
S63868090,obs729770,1,TRUE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-01-28,2020,28,6.066666666666666,0.43333333333333335,0,0,1
S63441799,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-01-16,2020,16,5.95,1.0333333333333334,0,0,1
S64080920,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-03,2020,34,6.266666666666667,0.23333333333333334,0,0,1
S63994171,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-01,2020,32,6.633333333333333,0.15,0,0,1
S64114184,obs729770,0,FALSE,CO-CAL,L10416999,5.0584813,-75.4844772,Stationary,1,2020-02-04,2020,35,6.25,0.25,0,0,1
S63013457,obs1005954,2,TRUE,CO-CAL,L10422076,5.4202591,-75.7136965,Traveling,1,2020-01-03,2020,3,6,4,6,1.5,1
S63048410,obs898715,0,FALSE,CO-CAL,L10428515,5.0284357,-75.5197942,Traveling,1,2020-01-04,2020,4,11,2,1,0.5,3
S63076187,obs729770,0,FALSE,CO-CAL,L10433285,5.0262553,-75.4575819,Stationary,1,2020-01-05,2020,5,8,0.08333333333333333,0,0,1
S63340710,obs1414571,0,FALSE,CO-CAL,L10437704,5.0356587,-75.538797400000007,Stationary,1,2020-01-09,2020,9,9,2.1666666666666665,0,0,1
S63095370,obs1414571,1,TRUE,CO-CAL,L10437704,5.0356587,-75.538797400000007,Traveling,1,2020-01-06,2020,6,10.533333333333333,5.333333333333333,7.3,1.3687500000000001,1
S63095429,obs729770,0,FALSE,CO-CAL,L10437711,5.028349,-75.4558914,Traveling,1,2020-01-06,2020,6,12.1,0.2833333333333333,0.8,2.823529411764706,1
S63110105,obs729770,0,FALSE,CO-CAL,L10440285,5.038865,-75.4877693,Traveling,1,2020-01-06,2020,6,17.15,1,0.99,0.99,1
S63126989,obs884204,0,FALSE,CO-CAL,L10442425,5.5247468,-75.0418058,Stationary,1,2020-01-07,2020,7,7.7,0.25,0,0,1
S63123057,obs884204,0,FALSE,CO-CAL,L10442425,5.5247468,-75.0418058,Stationary,1,2020-01-06,2020,6,17.366666666666667,0.016666666666666666,0,0,1
S63169591,obs884204,0,FALSE,CO-CAL,L10442425,5.5247468,-75.0418058,Stationary,1,2020-01-08,2020,8,6.766666666666667,0.13333333333333333,0,0,1
S63163954,obs1321753,0,FALSE,CO-CAL,L10453139,5.4847358,-75.176323,Traveling,1,2020-01-08,2020,8,9,1.0833333333333333,1.11,1.0246153846153847,1
S63164469,obs1134050,0,FALSE,CO-CAL,L10453200,5.414965,-74.9933222,Traveling,1,2020-01-08,2020,8,9.183333333333334,0.9166666666666666,2.35,2.563636363636364,2
S63175320,obs1321753,0,FALSE,CO-CAL,L10454923,5.46942,-75.1797531,Traveling,1,2020-01-08,2020,8,11.65,2.7,0.19,0.07037037037037036,1
S63181462,obs842361,0,FALSE,CO-CAL,L10455903,5.5225163,-75.0423481,Stationary,1,2020-01-08,2020,8,15.166666666666666,1.8,0,0,1
S63193160,obs622414,0,FALSE,CO-CAL,L10457434,5.014788,-75.3319624,Traveling,1,2020-01-04,2020,4,9,2.4166666666666665,0.5,0.20689655172413796,4
S63218561,obs310709,0,FALSE,CO-CAL,L10461730,4.9253697,-75.3521954,Stationary,1,2020-01-09,2020,9,10,0.25,0,0,1
S63247045,obs1517199,0,FALSE,CO-CAL,L10466652,5.5224964,-75.0423481,Stationary,1,2020-01-10,2020,10,16.633333333333333,0.25,0,0,1
S63247977,obs1518848,0,FALSE,CO-CAL,L10466778,5.5217207,-75.0433078,Stationary,1,2020-01-10,2020,10,17.116666666666667,0.21666666666666667,0,0,1
S63327374,obs793173,0,FALSE,CO-CAL,L10480016,5.3403619,-75.1231057,Traveling,1,2020-01-12,2020,12,14.75,1.4166666666666667,0.84,0.5929411764705882,2
S63347372,obs1025697,1,TRUE,CO-CAL,L10483086,5.4424993,-75.6924853,Stationary,1,2020-01-12,2020,12,9.133333333333333,0.26666666666666666,0,0,1
S63350480,obs793173,5,TRUE,CO-CAL,L10483510,5.3813206,-75.1631197,Traveling,1,2020-01-13,2020,13,6.066666666666666,2.7,4.19,1.5518518518518518,5
S63352799,obs842361,4,TRUE,CO-CAL,L10483829,5.5224256,-75.0426903,Traveling,1,2020-01-12,2020,12,9.266666666666667,5.183333333333334,8.28,1.5974276527331188,2
S79130100,obs1025697,0,FALSE,CO-CAL,L10490691,5.4424993,-75.6924853,Stationary,1,2021-01-12,2021,12,9.583333333333334,0.16666666666666666,0,0,1
S63391959,obs1025697,2,TRUE,CO-CAL,L10490691,5.4424993,-75.6924853,Stationary,1,2020-01-14,2020,14,8.666666666666666,1.8,0,0,1
S100490849,obs1025697,1,TRUE,CO-CAL,L10490691,5.4424993,-75.6924853,Stationary,1,2022-01-10,2022,10,9.45,0.3333333333333333,0,0,1
S64120470,obs842361,0,FALSE,CO-CAL,L10491801,5.5225512,-75.0424794,Traveling,1,2020-01-27,2020,27,9.133333333333333,4.933333333333334,6.3,1.277027027027027,2
S63614324,obs748746,0,FALSE,CO-CAL,L10492003,5.6055196,-74.9526747,Traveling,1,2020-01-20,2020,20,6.35,5.033333333333333,3.49,0.6933774834437086,1
S63461114,obs748746,0,FALSE,CO-CAL,L10492061,5.5762484,-74.9343485,Traveling,1,2020-01-16,2020,16,6.283333333333333,5.116666666666666,2.96,0.5785016286644952,1
S63431306,obs748746,0,FALSE,CO-CAL,L10492061,5.5762484,-74.9343485,Traveling,1,2020-01-15,2020,15,6.083333333333333,5.183333333333334,4.6,0.8874598070739549,1
S63443500,obs905489,0,FALSE,CO-CAL,L10497555,5.4537854,-74.6614549,Traveling,1,2020-01-15,2020,15,5.75,4,1.3,0.325,2
S63442541,obs905489,0,FALSE,CO-CAL,L10497555,5.4537854,-74.6614549,Traveling,1,2020-01-14,2020,14,9.5,3,1.3,0.43333333333333335,2
S63436604,obs761759,3,TRUE,CO-CAL,L10502682,4.9693611,-75.4332222,Traveling,1,2020-01-15,2020,15,10.816666666666666,2,3,1.5,2
S63516850,obs1439256,0,FALSE,CO-CAL,L10509997,5.2869443,-75.0537447,Traveling,1,2020-01-04,2020,4,6,2,4.828,2.414,2
S63516459,obs1439256,0,FALSE,CO-CAL,L10509997,5.2869443,-75.0537447,Traveling,1,2020-01-18,2020,18,5.5,2,4.828,2.414,2
S63516978,obs1439256,0,FALSE,CO-CAL,L10510088,5.2912413,-75.0520934,Traveling,1,2020-01-10,2020,10,6,1,4.828,4.828,2
S63517247,obs1439256,0,FALSE,CO-CAL,L10510126,5.2861234,-75.0625527,Traveling,1,2020-01-18,2020,18,6.5,2,4.828,2.414,2
S63518093,obs1439256,0,FALSE,CO-CAL,L10510255,5.4187464,-74.8520526,Stationary,1,2020-01-17,2020,17,7.5,2,0,0,3
S63520110,obs1439256,0,FALSE,CO-CAL,L10510645,5.0443723,-75.479374000000007,Stationary,1,2020-01-06,2020,6,6,2,0,0,1
S54009270,obs1157185,0,FALSE,CO-CAL,L10511792,5.0771111,-75.6905573,Stationary,1,2019-01-01,2019,1,6.5,3,0,0,1
S63527123,obs1157185,0,FALSE,CO-CAL,L10511792,5.0771111,-75.6905573,Traveling,1,2020-01-01,2020,1,7,3,2,0.6666666666666666,1
S63543494,obs914933,1,TRUE,CO-CAL,L10514395,4.9904817,-75.5972183,Traveling,1,2020-01-19,2020,19,6.733333333333333,2.2,2.253,1.0240909090909092,4
S63563390,obs914933,0,FALSE,CO-CAL,L10514395,4.9904817,-75.5972183,Stationary,1,2020-01-19,2020,19,9.083333333333334,0.4166666666666667,0,0,4
S63544403,obs1439256,0,FALSE,CO-CAL,L10514572,5.2988817,-75.0373251,Traveling,1,2020-01-19,2020,19,8.9,0.55,1.529,2.78,2
S63553606,obs543928,0,FALSE,CO-CAL,L10516245,4.9954771,-75.4202565,Traveling,1,2020-01-18,2020,18,16.45,1.5,1.7,1.1333333333333333,2
S63565454,obs1211345,2,TRUE,CO-CAL,L10518378,5.1842113,-75.4419778,Traveling,1,2020-01-17,2020,17,9.05,2.183333333333333,3.991,1.8279389312977101,5
S63581785,obs156275,0,FALSE,CO-CAL,L10520811,5.316187,-74.912981,Stationary,1,2020-01-19,2020,19,7.233333333333333,0.23333333333333334,0,0,1
S63581787,obs156275,0,FALSE,CO-CAL,L10520812,5.313636,-74.913382,Traveling,1,2020-01-19,2020,19,8.216666666666667,0.6333333333333333,0.688,1.0863157894736841,1
S63583326,obs761759,0,FALSE,CO-CAL,L10521126,4.9395556,-75.3783056,Traveling,1,2020-01-17,2020,17,11.966666666666667,2,2,1,2
S63591821,obs156275,0,FALSE,CO-CAL,L10522440,5.305687,-74.879477,Traveling,1,2020-01-20,2020,20,6.983333333333333,0.5,0.531,1.062,1
S79293813,obs2114094,0,FALSE,CO-CAL,L10523148,4.9417438,-75.5463332,Traveling,1,2021-01-06,2021,6,7.083333333333333,0.3333333333333333,0.913,2.7390000000000003,1
S64813835,obs1528281,0,FALSE,CO-CAL,L10523148,4.9417438,-75.5463332,Stationary,1,2020-02-21,2020,52,6,4,0,0,1
S63638876,obs977369,0,FALSE,CO-CAL,L10530287,5.0554391,-75.5139996,Traveling,1,2020-01-21,2020,21,13.816666666666666,1.5,1,0.6666666666666666,1
S64648476,obs977369,0,FALSE,CO-CAL,L10530287,5.0554391,-75.5139996,Traveling,1,2020-02-17,2020,48,9.433333333333334,2,5.6,2.8,1
S63681727,obs200158,0,FALSE,CO-CAL,L10538002,5.068434,-75.452328,Stationary,1,2020-01-22,2020,22,18.283333333333335,0.2833333333333333,0,0,7
S63692368,obs1516849,0,FALSE,CO-CAL,L10539397,5.0551273,-75.4978258,Traveling,1,2020-01-23,2020,23,7.183333333333334,0.8833333333333333,0.21,0.23773584905660378,1
S63753128,obs1516849,1,TRUE,CO-CAL,L10539397,5.0551273,-75.4978258,Traveling,1,2020-01-25,2020,25,6.4,1.3333333333333333,0.46,0.34500000000000003,1
S84010316,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-03-24,2021,83,10.8,0.4,0,0,2
S80812254,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-02-11,2021,42,12.45,0.06666666666666667,0,0,3
S80981440,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-02-12,2021,43,15.4,0.25,0,0,3
S83938654,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-03-23,2021,82,8.283333333333333,0.25,0,0,2
S63726917,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Traveling,1,2020-01-24,2020,24,9.983333333333333,0.5166666666666667,1.127,2.181290322580645,3
S80656365,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-02-08,2021,39,13.716666666666667,0.16666666666666666,0,0,2
S81794223,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-02-17,2021,48,7.433333333333334,0.3,0,0,2
S84055420,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-03-25,2021,84,7.2,0.5,0,0,1
S84138505,obs1439256,0,FALSE,CO-CAL,L10545389,5.3194158,-74.9657747,Stationary,1,2021-03-26,2021,85,7.5,0.5,0,0,1
S63728327,obs793173,4,TRUE,CO-CAL,L10545689,5.3851268,-75.1627771,Traveling,1,2020-01-24,2020,24,6.233333333333333,4.983333333333333,5.3,1.0635451505016722,3
S63734140,obs825802,0,FALSE,CO-CAL,L10555419,5.0600577,-75.5494981,Traveling,1,2020-01-24,2020,24,13.783333333333333,0.23333333333333334,0.01,0.04285714285714286,3
S64423756,obs1133303,1,TRUE,CO-CAL,L10565733,5.0889321,-75.5334118,Traveling,1,2020-01-29,2020,29,17.416666666666668,0.6,0.14,0.23333333333333336,2
S64766193,obs1133303,2,TRUE,CO-CAL,L10565733,5.0889321,-75.5334118,Traveling,1,2020-02-19,2020,50,10.05,0.16666666666666666,0.8,4.800000000000001,2
S64766274,obs1133303,0,FALSE,CO-CAL,L10565733,5.0889321,-75.5334118,Traveling,1,2020-02-19,2020,50,10.133333333333333,0.95,0.16,0.16842105263157897,2
S64423730,obs1133303,1,TRUE,CO-CAL,L10565733,5.0889321,-75.5334118,Traveling,1,2020-02-13,2020,44,11.35,0.5,0.5,1,2
S64766080,obs1133303,0,FALSE,CO-CAL,L10565733,5.0889321,-75.5334118,Traveling,1,2020-02-19,2020,50,11.1,0.45,0.28,0.6222222222222222,2
S63827212,obs884204,0,FALSE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2020-01-26,2020,26,7.416666666666667,0.26666666666666666,0,0,1
S63792522,obs884204,2,TRUE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2020-01-26,2020,26,6.033333333333333,0.9,0,0,1
S65513668,obs884204,3,TRUE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2020-03-06,2020,66,5.75,0.8166666666666667,0,0,1
S63785099,obs884204,2,TRUE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2020-01-25,2020,25,6.433333333333334,1,0,0,1
S65557239,obs884204,0,FALSE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2020-03-07,2020,67,6.183333333333334,0.6833333333333333,0,0,1
S63785118,obs884204,0,FALSE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2020-01-25,2020,25,17.733333333333334,0.4166666666666667,0,0,1
S83422919,obs884204,0,FALSE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2021-03-14,2021,73,17.683333333333334,0.5,0,0,1
S63747228,obs884204,0,FALSE,CO-CAL,L10566991,5.0889321,-75.5334118,Stationary,1,2020-01-24,2020,24,21.616666666666667,0.016666666666666666,0,0,1
S63747235,obs884204,0,FALSE,CO-CAL,L10566994,5.0752973,-75.5055953,Stationary,1,2020-01-24,2020,24,5.783333333333333,1,0,0,1
S79563634,obs884204,0,FALSE,CO-CAL,L10566994,5.0752973,-75.5055953,Stationary,1,2021-01-18,2021,18,7.233333333333333,0.48333333333333334,0,0,1
S63761729,obs321311,0,FALSE,CO-CAL,L10569928,5.604933,-74.951732,Stationary,1,2020-01-25,2020,25,10.6,5,0,0,1
S106180198,obs1184051,0,FALSE,CO-CAL,L10572549,4.986125,-75.6172417,Stationary,1,2022-03-30,2022,89,17.983333333333334,0.11666666666666667,0,0,1
S63798905,obs344478,0,FALSE,CO-CAL,L10576537,5.5190481,-75.7983267,Stationary,1,2020-01-25,2020,25,16.366666666666667,0.08333333333333333,0,0,1
S63830865,obs1439256,0,FALSE,CO-CAL,L10581830,5.3912796,-74.9290721,Traveling,1,2020-01-26,2020,26,17.283333333333335,0.6,0.982,1.6366666666666667,2
S63871084,obs842361,1,TRUE,CO-CAL,L10638726,5.4417967,-75.0392183,Traveling,1,2020-01-27,2020,27,14.1,3.5166666666666666,3.37,0.9582938388625593,1
S102285283,obs842361,0,FALSE,CO-CAL,L10638726,5.4417967,-75.0392183,Stationary,1,2022-02-07,2022,38,9.066666666666666,5.916666666666667,0,0,1
S63875612,obs1414571,0,FALSE,CO-CAL,L10639440,4.9895509,-75.4076128,Traveling,1,2020-01-28,2020,28,7.383333333333334,4.683333333333334,2.12,0.45266903914590745,2
S63882152,obs842361,2,TRUE,CO-CAL,L10640437,5.4295167,-75.0371233,Traveling,1,2020-01-28,2020,28,9.4,5.95,9.59,1.6117647058823528,2
S87135418,obs842361,0,FALSE,CO-CAL,L10640437,5.4295167,-75.0371233,Traveling,1,2021-03-12,2021,71,9.283333333333333,1.4166666666666667,1.02,0.72,1
S63891790,obs114105,0,FALSE,CO-CAL,L10641992,5.0040059,-75.326044,Traveling,1,2020-01-27,2020,27,15.516666666666667,0.25,0.322,1.288,7
S63920539,obs1061629,0,FALSE,CO-CAL,L10646768,5.575617,-74.888053,Stationary,1,2020-01-28,2020,28,6.5,0.5,0,0,1
S63919619,obs1061629,0,FALSE,CO-CAL,L10646768,5.575617,-74.888053,Stationary,1,2020-01-27,2020,27,6,1,0,0,1
S63920295,obs1061629,0,FALSE,CO-CAL,L10646882,5.5644778,-74.907025,Stationary,1,2020-01-27,2020,27,8,0.5,0,0,1
S63920673,obs1061629,0,FALSE,CO-CAL,L10646970,5.433,-74.9178333,Traveling,1,2020-01-28,2020,28,8.333333333333334,3,4,1.3333333333333333,1
S63953639,obs1414571,0,FALSE,CO-CAL,L10652559,5.0144286,-75.340857,Traveling,1,2020-01-30,2020,30,7.333333333333333,0.7166666666666667,1.5,2.0930232558139537,1
S64019959,obs1025697,1,TRUE,CO-CAL,L10664459,5.0566539,-75.4933017,Stationary,1,2020-02-01,2020,32,13.8,0.5833333333333334,0,0,1
S64037722,obs538843,0,FALSE,CO-CAL,L10668407,4.952293,-75.35457,Traveling,1,2020-01-30,2020,30,7.1,1.4833333333333334,0.77,0.5191011235955056,9
S64045424,obs793173,0,FALSE,CO-CAL,L10669906,5.3914951,-75.1618906,Traveling,1,2020-02-02,2020,33,8.983333333333333,2.1666666666666665,2.75,1.2692307692307694,1
S64061507,obs344478,1,TRUE,CO-CAL,L10672762,5.5225301,-75.8014661,Stationary,1,2020-02-02,2020,33,7.6,0.16666666666666666,0,0,4
S64061527,obs344478,1,TRUE,CO-CAL,L10672766,5.5211892,-75.7992754,Stationary,1,2020-02-02,2020,33,7.883333333333333,0.2,0,0,4
S64061549,obs344478,0,FALSE,CO-CAL,L10672766,5.5211892,-75.7992754,Stationary,1,2020-02-02,2020,33,8.1,0.6,0,0,4
S64061586,obs344478,0,FALSE,CO-CAL,L10672777,5.5212258,-75.7992729,Stationary,1,2020-02-02,2020,33,8.783333333333333,0.15,0,0,4
S64061623,obs344478,0,FALSE,CO-CAL,L10672780,5.5187913,-75.7971689,Stationary,1,2020-02-02,2020,33,9.45,0.05,0,0,4
S64061605,obs344478,0,FALSE,CO-CAL,L10672780,5.5187913,-75.7971689,Stationary,1,2020-02-02,2020,33,8.95,0.4166666666666667,0,0,4
S64061642,obs344478,0,FALSE,CO-CAL,L10672785,5.5203692,-75.7976926,Stationary,1,2020-02-02,2020,33,9.566666666666666,0.3,0,0,4
S65040591,obs842361,0,FALSE,CO-CAL,L10682859,5.3834524,-75.1610413,Traveling,1,2020-02-20,2020,51,11.516666666666667,3,7.57,2.5233333333333334,2
S87135165,obs842361,0,FALSE,CO-CAL,L10682859,5.3834524,-75.1610413,Stationary,1,2021-03-23,2021,82,8.866666666666667,2,0,0,1
S64120142,obs842361,7,TRUE,CO-CAL,L10682859,5.3834524,-75.1610413,Traveling,1,2020-02-04,2020,35,5.983333333333333,5.15,7.63,1.4815533980582523,7
S64120404,obs842361,3,TRUE,CO-CAL,L10682896,5.3874285,-75.1685626,Traveling,1,2020-02-04,2020,35,5.983333333333333,4,7.63,1.9075,1
S64152578,obs748746,1,TRUE,CO-CAL,L10688565,5.0560656,-75.4939332,Traveling,1,2020-02-05,2020,36,9.416666666666666,1.35,0.22,0.16296296296296295,1
S64168504,obs1180939,0,FALSE,CO-CAL,L10691018,5.513989,-74.89911,Stationary,1,2020-02-01,2020,32,6,6,0,0,2
S64184041,obs884204,0,FALSE,CO-CAL,L10694630,5.0319618,-75.705257,Stationary,1,2020-02-06,2020,37,7.283333333333333,1,0,0,1
S65418804,obs884204,0,FALSE,CO-CAL,L10694630,5.0319618,-75.705257,Stationary,1,2020-03-03,2020,63,21.933333333333334,0.03333333333333333,0,0,1
S65444177,obs884204,0,FALSE,CO-CAL,L10694630,5.0319618,-75.705257,Stationary,1,2020-03-04,2020,64,6.666666666666667,0.8333333333333334,0,0,1
S65468168,obs884204,0,FALSE,CO-CAL,L10694630,5.0319618,-75.705257,Stationary,1,2020-03-05,2020,65,6.866666666666667,0.5,0,0,1
S76963188,obs1180939,0,FALSE,CO-CAL,L10696054,5.445509,-74.662506,Stationary,1,2020-01-30,2020,30,17,1,0,0,1
S64736859,obs1180939,0,FALSE,CO-CAL,L10696054,5.445509,-74.662506,Stationary,1,2020-02-18,2020,49,14,1,0,0,2
S64193125,obs1180939,0,FALSE,CO-CAL,L10696054,5.445509,-74.662506,Stationary,1,2020-01-23,2020,23,16,2,0,0,1
S64218751,obs884204,0,FALSE,CO-CAL,L10700334,5.0476033,-75.6451127,Stationary,1,2020-02-07,2020,38,18.483333333333334,0.016666666666666666,0,0,1
S64227582,obs1439256,0,FALSE,CO-CAL,L10701871,5.3170577,-74.9118351,Traveling,1,2020-02-08,2020,39,7.15,0.7333333333333333,0.241,0.32863636363636367,8
S64239751,obs730187,1,TRUE,CO-CAL,L10704204,5.412462,-74.994902,Traveling,1,2020-02-08,2020,39,11.783333333333333,1.55,1.098,0.7083870967741935,2
S64254008,obs40317,1,TRUE,CO-CAL,L10706858,4.9953539,-75.4124227,Traveling,1,2020-02-08,2020,39,7,1.6833333333333333,1.127,0.6695049504950495,4
S64333338,obs40317,0,FALSE,CO-CAL,L10706858,4.9953539,-75.4124227,Traveling,1,2020-02-10,2020,41,11.883333333333333,0.8,2.414,3.0175,2
S64333309,obs40317,1,TRUE,CO-CAL,L10706864,5.0063696,-75.4229071,Traveling,1,2020-02-10,2020,41,10.566666666666666,0.4166666666666667,0.805,1.932,2
S64254047,obs40317,1,TRUE,CO-CAL,L10706864,5.0063696,-75.4229071,Traveling,1,2020-02-07,2020,38,8.266666666666667,3.316666666666667,1.368,0.41246231155778895,2
S79576537,obs977369,0,FALSE,CO-CAL,L10707588,4.9444563,-75.5310287,Traveling,1,2021-01-10,2021,10,7.616666666666667,4,4,1,1
S64266933,obs729770,1,TRUE,CO-CAL,L10709414,4.9803951,-75.5299408,Traveling,1,2020-02-09,2020,40,6.366666666666666,0.75,0.4,0.5333333333333333,1
S64268207,obs1439256,0,FALSE,CO-CAL,L10709659,5.2913848,-75.0574987,Stationary,1,2020-02-09,2020,40,8.583333333333334,0.03333333333333333,0,0,2
S64275915,obs730187,1,TRUE,CO-CAL,L10711034,5.379619,-75.165147,Traveling,1,2020-02-09,2020,40,10.516666666666667,1.3333333333333333,0.752,0.5640000000000001,1
S64314284,obs645717,1,TRUE,CO-CAL,L10716819,4.9932953,-75.5725222,Traveling,1,2020-02-06,2020,37,8.5,4,3,0.75,3
S64356241,obs1173440,0,FALSE,CO-CAL,L10729078,5.0850702,-75.5585307,Traveling,1,2020-02-08,2020,39,15.866666666666667,3.95,0.5,0.12658227848101264,1
S64370044,obs1184051,0,FALSE,CO-CAL,L10732672,4.9789151,-75.6170563,Stationary,1,2020-02-11,2020,42,16.9,0.03333333333333333,0,0,1
S64434548,obs1557183,0,FALSE,CO-CAL,L10744315,5.063456,-75.5077822,Stationary,1,2020-02-13,2020,44,20.45,0.08333333333333333,0,0,1
S79427717,obs793173,0,FALSE,CO-CAL,L10748936,5.37319,-75.1626842,Traveling,1,2021-01-17,2021,17,10.333333333333334,3.0833333333333335,3.97,1.2875675675675675,1
S64450419,obs793173,2,TRUE,CO-CAL,L10748936,5.37319,-75.1626842,Traveling,1,2020-02-14,2020,45,8.35,2.3,5,2.173913043478261,1
S64468493,obs1182711,0,FALSE,CO-CAL,L10751503,5.084266,-75.668851,Stationary,1,2020-02-14,2020,45,15.516666666666667,2.5,0,0,2
S64474309,obs730187,0,FALSE,CO-CAL,L10753143,4.999087,-75.618167,Traveling,1,2020-02-14,2020,45,10.133333333333333,0.6333333333333333,0.217,0.34263157894736845,1
S64474376,obs730187,2,TRUE,CO-CAL,L10753154,5.404689,-75.486117,Traveling,1,2020-02-12,2020,43,9,0.38333333333333336,0.771,2.011304347826087,1
S64474464,obs730187,0,FALSE,CO-CAL,L10753174,5.067881,-75.858991,Stationary,1,2020-02-11,2020,42,15.366666666666667,0.6166666666666667,0,0,2
