scientificName,taxon,kingdom,earliestEventDate,earliestLocation,earliestISO3,totalCountryCount,habitat,establishmentMeans,isInvasiveAnywhere,originalDatabase
Aesculus hippocastanum L.,Aesculus hippocastanum,Plantae,1500,Austria,AUT,29,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
"Aethina tumida Murray, 1867",Aethina tumida,Animalia,1996,United States,USA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Aethusa cynapium L.,Aethusa cynapium,Plantae,-5300,Czechia,CZE,14,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Agama agama (Linnaeus, 1758)",Agama agama,Animalia,1998,Comoros; Italy,COM; ITA,5,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Agapanthus praecox Willd.,Agapanthus praecox,Plantae,1500,United Kingdom,GBR,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
"Agapornis fischeri Reichenow, 1887",Agapornis fischeri,Animalia,1953,Austria,AUT,8,terrestrial,introduced,TRUE,"SINAS, DAISIE; TrIAS; FirstRecords; GRIIS"
"Agapornis personatus Reichenow, 1887",Agapornis personatus,Animalia,1959,Kenya,KEN,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
"Agapornis roseicollis (Vieillot, 1818); Agapornis roseicollis (Stanley, 1814)",Agapornis roseicollis,Animalia,1960,Australia,AUS,8,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; TrIAS; FirstRecords; GRIIS
Agave americana L.,Agave americana,Plantae,1500,Switzerland,CHE,50,terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Agave americana var. expansa (Jacobi) Gentry,Agave americana expansa,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Agave angustifolia Haw.,Agave angustifolia,Plantae,NA,NA,NA,11,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Agave sisalana Perrine,Agave sisalana,Plantae,1500,Italy,ITA,42,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Agave vera-cruz Mill.,Agave vera-cruz,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Agave vivipara L.,Agave vivipara,Plantae,NA,NA,NA,8,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Agdestis clematidea Moc. and Sesse ex DC.; Agdestis clematidea Moc. & Sessé ex DC.,Agdestis clematidea,Plantae,NA,NA,NA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Ageratina adenophora (Spreng.) King and H. Rob.; Ageratina adenophora (Spreng.) R.M.King & H.Rob.,Ageratina adenophora,Plantae,1894,Portugal,PRT,25,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Ageratina altissima (L.) R.M.King & H.Rob.,Ageratina altissima,Plantae,1896,Japan,JPN,8,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Ageratina riparia (Regel) King and H. Rob.; Ageratina riparia (Regel) R.M.King & H.Rob.,Ageratina riparia,Plantae,1899,Australia; Indonesia,AUS; IDN,14,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Ageratum conyzoides L.,Ageratum conyzoides,Plantae,1800,China,CHN,86,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Ageratum houstonianum Mill.,Ageratum houstonianum,Plantae,1500,Austria,AUT,46,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Aglaonema commutatum Schott,Aglaonema commutatum,Plantae,1943,Australia,AUS,10,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Agrilus cuprescens (Menetries, 1832)",Agrilus cuprescens,Animalia,1873,United States,USA,1,terrestrial,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,USRIIS
"Agrilus cyanescens Ratzeburg, 1837",Agrilus cyanescens,Animalia,1920,United States,USA,1,terrestrial,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,USRIIS
"Agrilus planipennis Fairmaire, 1888",Agrilus planipennis,Animalia,1750,Norway,NOR,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Agrilus ribesi Schaefer, 1946",Agrilus ribesi,Animalia,1946,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Agrimonia procera Wallr.,Agrimonia procera,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Agriotes lineatus (Linnaeus, 1767)",Agriotes lineatus,Animalia,2000,United States,USA,1,terrestrial,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,USRIIS
"Agriotes obscurus (Linnaeus, 1758)",Agriotes obscurus,Animalia,1845,United States,USA,1,terrestrial,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,USRIIS
Agropyron cristatum (L.) Gaertn.,Agropyron cristatum,Plantae,1850,Poland,POL,15,freshwater; terrestrial,introduced: assisted colonization; introduced,TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Agropyron desertorum (Fisch. ex Link) Schult.,Agropyron desertorum,Plantae,1500,Italy,ITA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Agropyron fragile (Roth) P. Candargy; Agropyron fragile (Roth) P.Candargy,Agropyron fragile,Plantae,1962,Latvia,LVA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Agrostemma githago L.,Agrostemma githago,Plantae,-5300,Czechia,CZE,36,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Agrostis capillaris L.,Agrostis capillaris,Plantae,1770,Australia,AUS,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Agrostis castellana Boiss. and Reut.; Agrostis castellana Boiss. & Reut.,Agrostis castellana,Plantae,1500,United Kingdom,GBR,8,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Agrostis gigantea Roth,Agrostis gigantea,Plantae,1500,Czechia,CZE,16,brackish; freshwater; marine; terrestrial,introduced: assisted colonization; introduced,TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Agrostis pourretii Willd.,Agrostis pourretii,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Agrostis stolonifera L.,Agrostis stolonifera,Plantae,1852,Australia,AUS,9,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Agrostis stolonifera f. stolonifera,Agrostis stolonifera stolonifera,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Ahasverus advena (Waltl, 1834); Ahasverus advena (Walt, 1832)",Ahasverus advena,Animalia,1857,Poland,POL,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Ailanthus altissima (Mill.) Swingle,Ailanthus altissima,Plantae,19,Japan,JPN,59,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Ailanthus excelsa Roxb.,Ailanthus excelsa,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Aira caryophyllea L.,Aira caryophyllea,Plantae,1854,Chile,CHL,12,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Aira elegans Willd. ex Roem. & Schult.,Aira elegans,Plantae,1898,Belgium,BEL,10,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
"Aix galericulata (Linnaeus, 1758)",Aix galericulata,Animalia,1600,Italy,ITA,21,freshwater; terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Ajuga reptans L.,Ajuga reptans,Plantae,1884,Canada,CAN,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Akebia quinata (Houtt.) Decne.,Akebia quinata,Plantae,1500,Italy,ITA,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Albizia chinensis (Osbeck) Merr.,Albizia chinensis,Plantae,1917,United States,USA,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Albizia julibrissin Durazz.,Albizia julibrissin,Plantae,1500,Italy,ITA,32,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Albizia lebbeck (L.) Benth.,Albizia lebbeck,Plantae,1308,Nigeria,NGA,74,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; GRIIS ; J.Ganglo_BEN_2026
Albizia niopoides (Spruce ex Benth.) Burkart,Albizia niopoides,Plantae,1999,United States,USA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Albizia procera (Roxb.) Benth.,Albizia procera,Plantae,1885,South Africa,ZAF,25,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Alburnus alburnus (Linnaeus, 1758)",Alburnus alburnus,Animalia,1972,Cyprus,CYP,7,brackish; freshwater,introduced,TRUE,FirstRecords; GRIIS
Alcea rosea L.,Alcea rosea,Plantae,1500,Austria,AUT,35,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Alchemilla mollis (Buser) Rothm.,Alchemilla mollis,Plantae,1500,Germany,DEU,15,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Alchemilla monticola Opiz,Alchemilla monticola,Plantae,1898,Canada,CAN,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Alectoris chukar (J. E. Gray, 1830); Alectoris chukar (J.E.Gray, 1830)",Alectoris chukar,Animalia,1550,United Arab Emirates,ARE,14,terrestrial,introduced: assisted colonization; introduced,TRUE,SINAS; USRIIS; TrIAS; FirstRecords; GRIIS
"Alectoris rufa (Linnaeus, 1758)",Alectoris rufa,Animalia,1424,Portugal,PRT,12,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
"Alepes djedaba (Forsskål, 1775)",Alepes djedaba,Animalia,NA,NA,NA,1,brackish; freshwater,introduced,TRUE,GRIIS
Aleurites moluccanus (L.) Willd.,Aleurites moluccanus,Plantae,1000,United States,USA,38,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Aleurocanthus spiniferus (Quaintance, 1903)",Aleurocanthus spiniferus,Animalia,19,Japan,JPN,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; GRIIS
"Aleurocanthus woglumi Ashby, 1915",Aleurocanthus woglumi,Animalia,1913,Jamaica,JAM,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,"CABI, EPPO Distribution; USRIIS; GRIIS"
"Aleuroclava aucubae (Kuwana, 1911)",Aleuroclava aucubae,Animalia,2006,Italy,ITA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,SINAS; USRIIS
"Aleurodicus dispersus Russell, 1965",Aleurodicus dispersus,Animalia,1950,United States,USA,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; GRIIS
"Aleurothrixus floccosus (Maskell, 1896)",Aleurothrixus floccosus,Animalia,1966,United States,USA,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; GRIIS
Alhagi maurorum Medik.,Alhagi maurorum,Plantae,1852,Australia,AUS,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alisma plantago-aquatica L.,Alisma plantago-aquatica,Plantae,1920,Chile,CHL,6,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alkekengi officinarum Moench,Alkekengi officinarum,Plantae,1650,United Kingdom,GBR,22,freshwater; terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Allamanda cathartica L.,Allamanda cathartica,Plantae,1827,India,IND,44,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Allamanda schottii Pohl,Allamanda schottii,Plantae,NA,NA,NA,6,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Alliaria petiolata (M. Bieb.) Cavara and Grande; Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria petiolata,Plantae,1868,United States,USA,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Allium cepa L.,Allium cepa,Plantae,1106,Nigeria,NGA,29,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; TrIAS; FirstRecords; GRIIS
Allium neapolitanum Cirillo,Allium neapolitanum,Plantae,1500,United Kingdom,GBR,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Allium paradoxum (M.Bieb.) G.Don,Allium paradoxum,Plantae,1500,United Kingdom,GBR,11,terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Allium roseum L.,Allium roseum,Plantae,1500,United Kingdom,GBR,4,terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Allium sativum L.,Allium sativum,Plantae,1103,Nigeria,NGA,22,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Allium schoenoprasum L.,Allium schoenoprasum,Plantae,1820,Norway,NOR,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Allium triquetrum L.,Allium triquetrum,Plantae,1500,United Kingdom,GBR,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Allium vineale L.,Allium vineale,Plantae,1810,Australia,AUS,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alnus alnobetula (Ehrh.) K.Koch,Alnus alnobetula,Plantae,2001,Norway,NOR,5,terrestrial,introduced,TRUE,"GBIF, SINAS; FirstRecords; GRIIS; Artsdatabanken"
Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,Plantae,1869,Chile,CHL,8,brackish; freshwater; marine; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced: assisted colonization; introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alnus incana (L.) Moench,Alnus incana,Plantae,1500,United Kingdom,GBR,8,terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Alocasia brisbanensis (F.M.Bailey) Domin,Alocasia brisbanensis,Plantae,1867,New Zealand,NZL,1,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS
Alocasia cucullata (Lour.) G. Don; Alocasia cucullata (Lour.) G.Don,Alocasia cucullata,Plantae,1930,United States,USA,12,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alocasia macrorrhizos (L.) G. Don; Alocasia macrorrhizos (L.) G.Don,Alocasia macrorrhizos,Plantae,NA,NA,NA,39,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Aloe arborescens Mill.,Aloe arborescens,Plantae,1500,Italy,ITA,8,terrestrial,introduced,TRUE,DAISIE; FirstRecords; GRIIS
Aloe maculata All.,Aloe maculata,Plantae,1770,Australia,AUS,4,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Aloe vera (L.) Burm. f.; Aloe vera (L.) Burm.f.,Aloe vera,Plantae,1500,Italy,ITA,22,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Alopecurus aequalis Sobol.,Alopecurus aequalis,Plantae,1900,Australia,AUS,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Alopecurus arundinaceus Poir.,Alopecurus arundinaceus,Plantae,1988,Bhutan,BTN,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alopecurus geniculatus L.,Alopecurus geniculatus,Plantae,1841,New Zealand,NZL,9,brackish; freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Alopecurus myosuroides Huds.,Alopecurus myosuroides,Plantae,1500,Poland,POL,21,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Alopecurus pratensis L.,Alopecurus pratensis,Plantae,1869,New Zealand,NZL,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Alopochen aegyptiaca (Linnaeus, 1766)",Alopochen aegyptiaca,Animalia,1650,United Kingdom,GBR,25,freshwater; marine; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Alosa pseudoharengus (Wilson, 1811)",Alosa pseudoharengus,Animalia,NA,NA,NA,1,brackish; freshwater; marine,introduced,TRUE,FirstRecords; GRIIS
"Alosa sapidissima (Wilson, 1811)",Alosa sapidissima,Animalia,1891,United States,USA,4,brackish; freshwater; marine,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Alphitobius diaperinus (Panzer, 1797)",Alphitobius diaperinus,Animalia,1806,Poland,POL,14,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Alphitonia excelsa (Fenzl) Reissek ex Benth.; Alphitonia excelsa (Fenzl) Benth.,Alphitonia excelsa,Plantae,1969,United States,USA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Alphitophagus bifasciatus (Say, 1824)",Alphitophagus bifasciatus,Animalia,1617,United States,USA,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Alpinia nigra (Gaertn.) Burtt,Alpinia nigra,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Alpinia purpurata (Vieill.) K. Schum.; Alpinia purpurata (Vieill.) K.Schum.,Alpinia purpurata,Plantae,1925,United States,USA,29,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alpinia zerumbet (Pers.) B.L. Burtt and R.M. Sm.; Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.,Alpinia zerumbet,Plantae,1888,Australia,AUS,16,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alstonia macrophylla Wall. ex G. Don; Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Plantae,1921,Congo - Kinshasa,COD,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Alstonia scholaris (L.) R. Br.; Alstonia scholaris (L.) R.Br.,Alstonia scholaris,Plantae,NA,NA,NA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Alternanthera bettzickiana (Regel) G.Nicholson,Alternanthera bettzickiana,Plantae,1893,Indonesia,IDN,5,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS; B.Shrestha_NPL_2026
Alternanthera brasiliana (L.) Kuntze,Alternanthera brasiliana,Plantae,1888,Indonesia,IDN,14,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Alternanthera ficoidea (L.) P. Beauv.; Alternanthera ficoidea (L.) R.Br.,Alternanthera ficoidea,Plantae,1907,Australia,AUS,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
Alternanthera halimifolia (Lam.) Standl. ex Pittier,Alternanthera halimifolia,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Alternanthera paronychioides A. St.-Hil.; Alternanthera paronychioides A.St.-Hil.,Alternanthera paronychioides,Plantae,1857,China,CHN,6,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; B.Shrestha_NPL_2026
