"cv_0","id","scientific_name","lon","lat","pa","bio1","bio12","bio15","bio7","elevation_nad83","bio13"
1,"158564223","Desmognathus ochrophaeus",-731732.331714558,-90292.5924897483,"1",2819,10562,221,344,344.566650390625,1159
5,"158564500","Desmognathus ochrophaeus",-464126.949485828,-189242.648971936,"1",2813,16759,105,345,540.107116699219,1662
5,"159112799","Desmognathus ochrophaeus",-556568.041760176,-39580.907267633,"1",2804,15635,123,356,365.940795898438,1550
5,"159115972","Desmognathus ochrophaeus",-469134.006613976,-177109.422958015,"1",2801,14803,119,339,694.252563476562,1499
3,"159117730","Desmognathus ochrophaeus",-469295.30279084,-19802.8153238844,"1",2785,13376,77,366,610.699890136719,1274
2,"159119261","Desmognathus ochrophaeus",-1011133.6474466,-451117.952540598,"1",2843,13778,187,308,466.404113769531,1580
2,"159121279","Desmognathus ochrophaeus",-665084.722813967,-130366.089064959,"1",2823,9946,200,345,223.732528686523,1080
4,"159121410","Desmognathus ochrophaeus",-800528.169725558,-215593.696642638,"1",2817,12128,176,342,445.763427734375,1268
3,"159139709","Desmognathus ochrophaeus",-941430.428466592,-487999.326898301,"1",2835,10318,200,319,589.490234375,1173
1,"159145630","Desmognathus ochrophaeus",-1074543.55815223,-167922.72509329,"1",2829,11274,138,319,307.990173339844,1102
1,"159155838","Desmognathus ochrophaeus",-648499.529921201,-149302.980640735,"1",2812,12650,209,343,460.678375244141,1387
3,"159162601","Desmognathus ochrophaeus",-950255.595471659,-422293.392413329,"1",2823,14720,146,317,743.949890136719,1518
1,"159166641","Desmognathus ochrophaeus",-735249.165595388,-106728.635963172,"1",2814,9622,232,343,380.311065673828,1055
4,"159247313","Desmognathus ochrophaeus",-950852.207932636,-480054.544930809,"1",2807,13660,191,307,1039.78369140625,1533
2,"159251954","Desmognathus ochrophaeus",-1039055.92643799,-622837.203123181,"1",2854,10276,145,320,467.882446289062,1093
2,"159253725","Desmognathus ochrophaeus",-1082934.75379982,-170143.613028055,"1",2832,10861,142,322,252.202011108398,1081
3,"159264201","Desmognathus ochrophaeus",-603934.860531425,-236951.522424145,"1",2824,11423,137,346,359.073364257812,1137
4,"159274335","Desmognathus ochrophaeus",-971482.508888713,-176811.768292226,"1",2822,12650,173,337,374.442565917969,1306
5,"159279872","Desmognathus ochrophaeus",-465107.791324704,-120665.466520545,"1",2817,11677,163,355,276.614166259766,1209
4,"159314308","Desmognathus ochrophaeus",-1097325.74770561,-189641.508975986,"1",2834,9639,157,335,279.778503417969,994
2,"159315319","Desmognathus ochrophaeus",-877109.17087445,-162234.512053482,"1",2804,14899,161,332,631.244689941406,1548
1,"159319059","Desmognathus ochrophaeus",-922358.110299512,-403842.697845833,"1",2821,12772,138,320,696.585266113281,1343
3,"159331584","Desmognathus ochrophaeus",-1395098.69353793,-647830.29740594,"1",2860,14426,132,299,462.839721679688,1415
1,"159344274","Desmognathus ochrophaeus",-1057240.67933248,-179744.645879367,"1",2826,12495,128,331,361.287567138672,1190
4,"159382589","Desmognathus ochrophaeus",-615422.037785635,-79488.7407402817,"1",2819,12051,124,344,232.276428222656,1172
4,"159392464","Desmognathus ochrophaeus",-468819.804006612,-122741.711073035,"1",2813,11587,166,352,340.121612548828,1202
1,"159393431","Desmognathus ochrophaeus",-507034.952419815,45581.9703000551,"1",2789,13303,182,364,484.604217529297,1361
2,"159400548","Desmognathus ochrophaeus",-997889.885664593,-312953.322711899,"1",2841,10124,164,331,333.699035644531,1089
3,"159428069","Desmognathus ochrophaeus",-963584.983653113,-440148.77606514,"1",2822,16841,158,314,803.066772460938,1866
5,"159430676","Desmognathus ochrophaeus",-610011.328813946,-98723.1087887697,"1",2803,12756,146,337,539.034606933594,1318
5,"159434560","Desmognathus ochrophaeus",-649520.985233076,-149934.582388617,"1",2812,12276,210,342,446.010833740234,1347
4,"159435386","Desmognathus ochrophaeus",-1075855.40201871,-184745.02771161,"1",2829,11825,136,329,348.105499267578,1156
4,"159439252","Desmognathus ochrophaeus",-956717.80200161,-479983.207186698,"1",2820,14088,193,312,931.484069824219,1576
2,"159442452","Desmognathus ochrophaeus",-1033433.97980382,-523066.360086207,"1",2803,17995,152,305,1189.94445800781,1950
5,"159442481","Desmognathus ochrophaeus",-903579.52406344,-225872.65947047,"1",2819,13546,183,333,472.882110595703,1487
3,"159305542","Desmognathus ochrophaeus",-636721.440824647,-113206.732382067,"1",2806,13634,172,340,457.982208251953,1446
1,"159462649","Desmognathus ochrophaeus",-1087375.4841597,-176647.683836069,"1",2829,11602,144,324,332.247100830078,1143
1,"159464905","Desmognathus ochrophaeus",-926018.111254301,-394320.225270906,"1",2814,15359,140,317,870.883422851562,1585
2,"159465301","Desmognathus ochrophaeus",-901587.949709269,-177737.28607111,"1",2818,13332,166,338,424.701354980469,1399
5,"159509226","Desmognathus ochrophaeus",-681150.269637278,-143846.879538766,"1",2810,11682,222,339,507.30810546875,1346
3,"159515836","Desmognathus ochrophaeus",-847698.160774353,-146855.255608494,"1",2800,13800,176,332,630.480407714844,1444
4,"159535696","Desmognathus ochrophaeus",-1081273.77364293,-634699.298657449,"1",2820,13586,158,298,1046.83361816406,1486
5,"159539312","Desmognathus ochrophaeus",-1281532.76249866,-651709.442409198,"1",2828,13803,167,288,1025.75024414062,1493
4,"159543486","Desmognathus ochrophaeus",-663810.474193176,-148817.341698167,"1",2814,10848,210,342,434.775360107422,1197
5,"159551002","Desmognathus ochrophaeus",-1096770.13291356,-176032.065030331,"1",2833,10504,151,328,277.237152099609,1056
4,"159551990","Desmognathus ochrophaeus",-1041174.56936995,-158339.788096754,"1",2829,11530,144,324,255.390670776367,1121
3,"159552150","Desmognathus ochrophaeus",-1099165.58055559,-182746.245495734,"1",2833,10061,155,331,278.852081298828,1011
4,"159571739","Desmognathus ochrophaeus",-679042.06322577,-148756.299298284,"1",2815,11205,223,343,466.749664306641,1292
3,"159575758","Desmognathus ochrophaeus",-983269.548007775,-402272.212781129,"1",2834,13042,163,313,523.14404296875,1408
1,"159576922","Desmognathus ochrophaeus",-621731.887516809,-100598.773372047,"1",2809,12868,153,340,454.620178222656,1338
3,"159578334","Desmognathus ochrophaeus",-777230.975705606,-201271.245846339,"1",2809,12886,179,340,623.73193359375,1357
1,"159583867","Desmognathus ochrophaeus",-981278.061999269,-481835.851843343,"1",2812,17494,183,307,998.092102050781,1975
5,"159621872","Desmognathus ochrophaeus",-639933.539030355,-124995.25720968,"1",2813,11931,181,346,379.505065917969,1287
3,"159624691","Desmognathus ochrophaeus",-978508.479089735,-488911.404013021,"1",2815,13813,178,310,966.850463867188,1525
1,"159495217","Desmognathus ochrophaeus",-996879.282131992,-419113.151942161,"1",2838,14062,172,311,539.703918457031,1583
5,"159504992","Desmognathus ochrophaeus",-994419.63856489,-414237.949187833,"1",2838,13360,169,312,537.883605957031,1490
2,"159639604","Desmognathus ochrophaeus",-932328.593001175,-361947.473929393,"1",2818,13721,141,320,688.258178710938,1409
2,"159650897","Desmognathus ochrophaeus",-959661.485974888,-542366.164105837,"1",2820,11715,153,310,934.964599609375,1258
3,"159522017","Desmognathus ochrophaeus",-650779.389368475,-149210.071046644,"1",2810,11983,209,341,468.478302001953,1312
1,"159632860","Desmognathus ochrophaeus",-783095.150719767,-207677.313791559,"1",2805,13234,178,335,675.485168457031,1386
4,"159634675","Desmognathus ochrophaeus",-970928.659811388,-211350.037115654,"1",2820,13043,178,332,467.128662109375,1424
5,"159635034","Desmognathus ochrophaeus",-1076952.00551382,-638678.3193215,"1",2824,12225,151,298,979.36962890625,1322
3,"159636112","Desmognathus ochrophaeus",-999063.052264773,-411802.017458789,"1",2846,12064,168,315,374.666229248047,1333
3,"159771004","Desmognathus ochrophaeus",-948807.395916036,-433776.10380116,"1",2822,13812,150,316,753.731872558594,1442
1,"159772031","Desmognathus ochrophaeus",-890835.698413678,-221031.313992683,"1",2820,13148,179,335,467.424682617188,1429
4,"159660532","Desmognathus ochrophaeus",-787047.074706916,-103877.981498706,"1",2813,10233,217,341,388.159301757812,1111
5,"159662144","Desmognathus ochrophaeus",-682519.306247135,-143390.896752055,"1",2812,11023,224,340,438.943908691406,1276
5,"159670570","Desmognathus ochrophaeus",-463186.940531242,13751.8476236281,"1",2785,12781,93,371,549.708923339844,1247
2,"159671150","Desmognathus ochrophaeus",-851437.606468821,-148681.264259636,"1",2809,12520,174,336,519.063781738281,1303
5,"159679273","Desmognathus ochrophaeus",-625954.396056723,-127658.416857345,"1",2810,12735,157,346,456.398071289062,1351
1,"159682773","Desmognathus ochrophaeus",-942593.450288331,-492501.916384823,"1",2843,9791,201,323,509.731842041016,1108
2,"159687637","Desmognathus ochrophaeus",-942244.692615408,-291030.259580797,"1",2837,10943,158,333,326.799682617188,1154
3,"159689802","Desmognathus ochrophaeus",-656762.478718357,-261028.63897237,"1",2817,14161,140,336,558.538146972656,1411
1,"159691642","Desmognathus ochrophaeus",-1123005.31057802,-566231.560659789,"1",2851,10372,197,311,497.432983398438,1214
3,"159692836","Desmognathus ochrophaeus",-1001960.77061531,-509316.644792296,"1",2801,16608,165,306,1207.62707519531,1836
1,"159694352","Desmognathus ochrophaeus",-789215.41178257,-230998.186754954,"1",2818,10968,164,341,455.968627929688,1112
3,"159696174","Desmognathus ochrophaeus",-690470.439452685,-242648.824907636,"1",2821,11535,144,344,379.479705810547,1205
4,"159707692","Desmognathus ochrophaeus",-652103.747394768,-142136.876092352,"1",2818,10262,204,346,353.391479492188,1112
1,"159710425","Desmognathus ochrophaeus",-556286.601778086,-173062.197407055,"1",2805,13289,145,342,580.566711425781,1348
5,"159712301","Desmognathus ochrophaeus",-973258.27991557,-495792.30300794,"1",2821,12654,185,312,933.259704589844,1403
1,"159713545","Desmognathus ochrophaeus",-952184.700563721,-492672.857674064,"1",2834,11028,195,318,723.414001464844,1243
5,"159722699","Desmognathus ochrophaeus",-988191.977601553,-486739.666051995,"1",2819,17600,183,309,927.048461914062,1994
4,"159725240","Desmognathus ochrophaeus",-993974.185559457,-183850.080667887,"1",2823,11390,180,334,363.851226806641,1192
4,"159726883","Desmognathus ochrophaeus",-953681.086846245,-498799.823452251,"1",2826,11635,199,314,796.096313476562,1300
3,"159727976","Desmognathus ochrophaeus",-645857.594843099,-137728.017967258,"1",2807,13395,195,340,525.74072265625,1449
5,"159729714","Desmognathus ochrophaeus",-1058590.07282915,-156331.198872514,"1",2833,11171,130,316,219.729141235352,1046
3,"159729932","Desmognathus ochrophaeus",-945286.446835622,-485624.679187561,"1",2835,10717,195,319,616.861328125,1217
2,"159738637","Desmognathus ochrophaeus",-816950.932306047,-52378.5726804043,"1",2820,11239,128,333,239.933288574219,1108
2,"159744382","Desmognathus ochrophaeus",-962704.261975321,-504843.089916698,"1",2835,10726,191,317,667.362731933594,1191
5,"159744656","Desmognathus ochrophaeus",-962840.126339575,-474348.324780651,"1",2810,15044,191,309,1038.71838378906,1704
4,"159780370","Desmognathus ochrophaeus",-861020.110359293,-202152.413633825,"1",2811,14320,163,334,583.713623046875,1483
3,"159789513","Desmognathus ochrophaeus",-671463.935916008,-180525.458589553,"1",2819,9957,207,345,398.307403564453,1122
2,"159791035","Desmognathus ochrophaeus",-927545.293867842,-370072.399100806,"1",2821,14745,133,323,691.01416015625,1491
1,"159792042","Desmognathus ochrophaeus",-900722.254213454,-161953.34202322,"1",2810,14357,161,335,518.025573730469,1495
4,"159797073","Desmognathus ochrophaeus",-1000814.37783332,-511605.449819671,"1",2812,15099,159,309,1073.96716308594,1648
1,"159800007","Desmognathus ochrophaeus",-1012557.65797573,-533104.648236602,"1",2825,15102,149,315,867.494384765625,1602
5,"159801308","Desmognathus ochrophaeus",-1128967.02356195,-565577.958835731,"1",2848,11199,197,308,550.17041015625,1305
2,"159802115","Desmognathus ochrophaeus",-861446.366587883,-263162.736589453,"1",2819,13320,155,334,551.960083007812,1446
5,"159814793","Desmognathus ochrophaeus",-908910.849083216,-408340.220598268,"1",2818,13487,157,319,799.926574707031,1449
5,"159756923","Desmognathus ochrophaeus",-832925.474713867,-31810.8768615221,"1",2823,10251,132,318,153.886474609375,1003
5,"159760833","Desmognathus ochrophaeus",-858034.219279099,-91094.7781126749,"1",2819,11753,143,325,297.784088134766,1154
2,"159764456","Desmognathus ochrophaeus",-852583.050089175,-149975.047240816,"1",2807,13220,170,335,545.666442871094,1365
5,"159872150","Desmognathus ochrophaeus",-625383.233956585,-127607.628289863,"1",2805,12858,155,342,493.428161621094,1363
4,"159945517","Desmognathus ochrophaeus",-973828.393533919,-506879.236025315,"1",2795,16331,189,304,1333.44055175781,1835
5,"159962180","Desmognathus ochrophaeus",-661963.547720049,-149277.42246581,"1",2813,11128,212,342,438.591461181641,1230
5,"159968248","Desmognathus ochrophaeus",-1077948.37693877,-649786.596371893,"1",2850,10509,144,311,631.899353027344,1123
5,"159847449","Desmognathus ochrophaeus",-609995.76957282,-112498.787128121,"1",2800,14133,142,338,575.859802246094,1464
4,"159852303","Desmognathus ochrophaeus",-654465.136924455,-138019.558208234,"1",2811,10576,204,341,383.594879150391,1149
3,"159857464","Desmognathus ochrophaeus",-956449.601675195,-498833.579710912,"1",2828,10907,197,315,798.4111328125,1222
5,"159864358","Desmognathus ochrophaeus",-851285.199831683,-150449.445057923,"1",2809,12769,172,336,518.3642578125,1324
5,"159864929","Desmognathus ochrophaeus",-974673.137251666,-408172.552924059,"1",2834,12369,148,314,536.346801757812,1308
5,"160038139","Desmognathus ochrophaeus",-875740.885850283,-194239.002211732,"1",2811,13356,172,334,569.310119628906,1424
1,"160038635","Desmognathus ochrophaeus",-951349.116218863,-477441.515319787,"1",2801,15015,193,305,1177.02294921875,1672
5,"160039119","Desmognathus ochrophaeus",-913716.856472062,-411460.89874968,"1",2819,13360,158,319,752.254516601562,1428
4,"160064074","Desmognathus ochrophaeus",-849477.014885498,-151129.628646242,"1",2807,13051,171,335,571.016357421875,1351
2,"160064473","Desmognathus ochrophaeus",-980805.853326784,-244630.326453713,"1",2829,11253,169,336,377.078643798828,1198
3,"160067972","Desmognathus ochrophaeus",-904302.099560066,-223842.286372662,"1",2820,13551,184,334,472.049591064453,1489
1,"160069462","Desmognathus ochrophaeus",-1117939.28048516,-578002.324046412,"1",2836,10272,206,305,715.129943847656,1236
2,"160074157","Desmognathus ochrophaeus",-606648.724257211,-98780.2894259075,"1",2808,12766,145,341,442.269012451172,1321
2,"160076400","Desmognathus ochrophaeus",-855858.976707872,-154189.61293809,"1",2802,14418,169,332,649.1123046875,1491
3,"160097144","Desmognathus ochrophaeus",-1006539.05232584,-508126.755543477,"1",2805,15673,174,306,1192.51245117188,1768
3,"160097951","Desmognathus ochrophaeus",-957681.115162859,-424718.720800465,"1",2817,16369,150,314,842.117431640625,1750
3,"159973934","Desmognathus ochrophaeus",-667872.86567342,-141189.710477347,"1",2826,10138,203,349,218.467758178711,1110
2,"159973983","Desmognathus ochrophaeus",-664308.59613295,-149161.061812234,"1",2813,11061,210,341,420.846832275391,1221
1,"160011273","Desmognathus ochrophaeus",-944640.084688897,-499264.507037824,"1",2847,9115,202,325,473.813720703125,1016
4,"160012163","Desmognathus ochrophaeus",-949470.441049651,-384295.413609892,"1",2834,11614,140,324,514.169616699219,1186
5,"160012401","Desmognathus ochrophaeus",-856118.664679028,-83125.9299106885,"1",2823,11637,130,325,232.453414916992,1157
4,"160016705","Desmognathus ochrophaeus",-1081603.31050779,-169311.381932207,"1",2833,10760,141,322,240.797500610352,1070
2,"160017006","Desmognathus ochrophaeus",-990131.748006823,-256407.773571671,"1",2832,11272,171,335,372.800933837891,1207
5,"160017587","Desmognathus ochrophaeus",-857992.223515349,-157943.681259152,"1",2810,13261,167,336,551.105834960938,1372
2,"159838882","Desmognathus ochrophaeus",-870808.985825654,-41420.4966943065,"1",2823,10356,119,320,176.12174987793,1003
4,"159942791","Desmognathus ochrophaeus",-900494.179487147,-187935.858670945,"1",2810,14133,178,333,562.933776855469,1519
5,"160112680","Desmognathus ochrophaeus",-1058482.36156441,-158372.488987743,"1",2833,11178,129,317,231.234893798828,1045
1,"160119782","Desmognathus ochrophaeus",-913734.707744534,-202355.53484267,"1",2817,13059,184,334,472.501708984375,1414
3,"160025653","Desmognathus ochrophaeus",-960656.50640941,-449913.006799166,"1",2811,16675,163,311,912.010437011719,1841
2,"160103776","Desmognathus ochrophaeus",-866710.439557017,-349778.78040968,"1",2821,11656,141,329,586.729370117188,1165
3,"160111044","Desmognathus ochrophaeus",-864260.755627886,-176836.681769309,"1",2808,13525,166,335,598.265625,1412
4,"160690447","Desmognathus ochrophaeus",-951966.979717439,-486495.206391385,"1",2831,12014,192,317,667.587646484375,1355
3,"160699154","Desmognathus ochrophaeus",-683524.043908866,-204487.454161141,"1",2821,10206,189,345,384.618347167969,1143
5,"160714066","Desmognathus ochrophaeus",-459909.205810331,-135915.907355257,"1",2807,12004,165,345,482.421264648438,1214
